#,Väljaanne,Kaebuse sisu,Lahendi kuupäev,Lahendi liik,Otsuse sisu,Koodeks,Väljaande nimi
 720 , Äripäev 08.02.17 Sogane äri kaptenilubadega külvas tüli ," Kaebajate hinnangul sisaldab artikkel koos järgmisel päeval ilmunud looga valeinfot, valesid tsitaate ja eksitavat infot. Samuti pole kontrollitud allikate usaldusväärsust. ",27.04.17,õigeksmõistev,ÕIGEKSMÕISTEV: Äripäev ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on konflikti osapooled saanud artiklites sõna ja süüdistusi kommenteerida. ,[],Äripäev
 716 , Müürileht 09.11.17 Vahearuanne korruptiivsest metsapoliitikast ," Kaebaja leiab, et artikkel sisialdab faktivigu, on moonutatud ja ühepoolne ja kahjustab ministeeriumi mainet. ",30.03.17,õigeksmõistev,"ÕIGEKSMÕISTEV: Müürileht ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu arvates on tegemist pigem arvamuslooga, kus autoril on õigus hinnanguid anda. ",[],Müürileht
 715 , Eesti Ekspress 23.11.17 Säh sulle eestimaist: Repinski kitsejuust tuleb Hollandist; lisaks 3 jätkulugu ," Kaebaja ei ole rahul, et ei saanud süüdistusi kommenteerida. Kaebaja leiab, et artiklid sisaldavad eksitavat infot. ",30.03.17,õigeksmõistev,ÕIGEKSMÕISTEV: Eesti Ekspress ei eksinud artiklitega ajakirjanduseetika koodeksi vastu. Artiklite avaldamine oli Pressinõukogu hinnangul avalikkuse huvides ja kaebaja sai neis sõna. ,[],Eesti Ekspress
 713 , Müürileht 09.11.16 Vahearuanne korruptiivsest metsapoliitikast ," Kaebaja leiab, et artikkel sisaldab ebaõigeid väiteid, mis kahjustavad tema mainet. Kaebaja peab artikli pealkirja süüdistavaks. Kaebaja ei ole ka rahul vastulause avaldamise viisiga. ",30.03.17,õigeksmõistev,"ÕIGEKSMÕISTEV: Müürileht ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu arvates on tegemist pigem arvamuslooga, kus autoril on õigus hinnanguid anda. Samuti pole kaebaja kohta esitatud personaalset kuriteosüüdistust. ",[],Müürileht
 712 , Postimees 15.01.17 Metsavahendaja kinnitusel saadakse andmed avalikest allikatest , Kaebaja ei pea põhjendatuks karistusandmete avalikustamist. ,30.03.17,õigeksmõistev,"ÕIGEKSMÕISTEV: Postimehe veeb ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on artikkel osa seeriast, mis käsitleb kahtlast metsaäri ja selles kontekstis on kaebaja karistusandmete avaldamine põhjendatud. ",[],Postimees
 711 , Eesti Päevaleht 20.01.17 Radissoni hotellis tegutseb ilusalongi varjus laenuvabrik ," Kaebaja leiab, et artikkel ei põhine faktidel ja on eksitav, sisaldab ebaõigeid andmeid ja autori ebakohaseid hinnanguid. Kaebaja ei ole rahul, et neile sõna ei antud. ",30.03.17,õigeksmõistev,"ÕIGEKSMÕISTEV: Päevaleht ei ole rikkunud ajakirjanduseetika koodeksit. Pressinõukogu hinnangul oli tegemist ajakirjandusliku eksperimendiga, mida kajastati artiklis ajakirjaniku enda ja allikate kogemusi vahendades. Sellest tulenevalt ei sisalda artikkel ka eksitavat infot. Pressinõukogu leiab, et ilusalong on artiklis sõna saanud klienditeenindajate ja kosmeetikute näol. ",[],Eesti Päevaleht
 709 , Eesti Ekspress 18.01.17 Maikeni laulukool võib rikkuda hääle ," Kaebaja leiab, et artiklis esitatakse tema kohta süüdistusi, kuid neid ei tõendata. Kaebaja leiab, et artikkel sisaldab eksitavaid ja halvustavaid väiteid. Kaebaja ei ole rahul, et leht talle sisuliselt sõna ei andnud. ",30.03.17,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul tuginetakse loos tunnustatud laulupedagoogidele ja nende ütlustes ei ole põhjust kahelda. Lisaks sai kaebaja võimaluse oma seisukohtade ja kommentaaride avaldamiseks, kuid seda ta ei teinud. ",[],Eesti Ekspress
 708 , Postimees 18.12.16 Kinnipidamiskeskus maadleb piire kompavate asukatega ," Kaebaja leiab, et artiklis on eksitavat ja moonutatud infot ning uudised, arvamused ja oletused on segamini. Kaebaja ei ole rahul, et artikkel sisldab infot konkreetsete inimeste tervisliku seisundi kohta. ",30.03.17,õigeksmõistev,"ÕIGEKSMÕISTEV: Postimees ei ole rikkunud ajakirjanduseetika koodeksit. Kogu artikli kontekstis ei oma psühholoogi puudutav lause sellist tähtsust, et juhtunust pikemalt kirjutada või kaebaja kommentaari võtta. Lisaks pärineb info kinnipidamiskeskuse juhi sõnadel, milles ei olnud toimetusel põhjust kahelda, sest kinnipidamiskeskuse juht vastutab kõige keskuses toimuva eest. ",[],Postimees
 706 , Eesti Ekspress 14.12.16 Eliitkoolis puhkes koolidirektori ja lapsevanemate vaheline kodusõda ," Kaebaja ei ole rahul, et leht kasutas luba küsimata ja teadmata tema tsitaati. Samuti ei ole kaebaja rahul, et tema nimi kirjutati valesti. ",26.01.17,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 4.10., mis näeb ette, et tsitaatide kasutamisel originaalist erinevas kontekstis tuleb olla ettevaatlik. Sama punkt ütleb, et eksitusohtlik montaaþ olgu varustatud asjakohase märkega. Pressinõukogu hinnangul jätab artikkel mulje, nagu oleks Heiki Tuulega artikli tarbeks räägitud, kuigi tsiteeritu pärines lapsevanemate siselistist. Pressinõukogu leiab, et toimetus oleks pidanud kaebajalt tsitaadi ja nime avaldamise osas nõusoleku küsima. ",['4.10'],Eesti Ekspress
 704 , Eesti Päevaleht 03.12.16 Eksperdid: lähisuhtevägivalla juhtumeid ei tohi lahendada pereteraapiaga ," Kaebaja ei ole rahul, et artikkel sisaldab valeinfot, loo pealkiri ei vasta tõele, osapooled ei saanud võrdselt sõna ja leht ei avaldanud vastulauset. ",26.01.17,õigeksmõistev,ÕIGEKSMÕISTEV: Pressisõukogu hinnangul ei ole artikliga eksitud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on oma nägemuse loos käsitletud teemal saanud välja öelda erinevad osapooled. ,[],Eesti Päevaleht
 703 , Pärnu Postimees 19.10.16 Kuriteos süüdi mõistetud eelmine vallavanem ähvardas küla jaanituld ," Kaebajate arvates on artikli pealkiri ja sisu eksitavad. Kaebajad ei ole rahul, et neile sõna ei antud. Kaebajad leiavad, et foto on asjakohatu ja teemaväine ning ei ole seotud loo põhiteemaga. ",26.01.17,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Kuna tegemist oli kompromissi kajastamisega, siis oleks pidanud leht andma Peeter Reimannile sõna. Pressinõukogu leiab, et loo algne pealkiri oli eksitav ja sellega rikkus leht ajakirjanduseetika koodeksi punkti 4.11., mis ütleb, et pealkirjad ei või auditooriumi eksitada. ","['4.2', '4.11']",Pärnu Postimees
 702 ," Postimehe veeb, Elu24 29.11.16 Staarid rahast ilma jätnud süüdimatu raamatupidaja: äri on äri! "," Kaebaja leiab, et tema kohta on avaldatud laimavat ja valeinfot. ",26.01.17,õigeksmõistev,"ÕIGEKSMÕISTEV: Elu24 ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul puudus Elu24 toimetusel, kelle uudis põhines Radari saatelõigul, alus kahelda Radari poolt informatsiooni ja allikate väidete õigsuse kontrollimata jätmises. Annika Urmile oli antud võimalus kõiki tema kohta esitatud süüdistusi kommenteerida ning Annika Urmi vastuväited leidsid Radari saatelõigule tuginevas artiklis kajastamist. ",[],Postimees
 699 ," Postimees 23.11.16 Minu vald, minu elanikud, minu raha, minu kool! "," Kaebaja ei ole rahul, et ajakirjanik lindistas vestlust ja et tema toon oli ründav ja pahatahtlik. Samuti ei ole kaebaja rahul, et ei saanud artikliga enne ilmumist tutvuda. Kaebaja leiab, et artiklis on mitmeid solvavaid ja valeväiteid. ",26.01.17,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 1.4., mis näeb ette, et ajakirjanik vastutab oma sõnade ja loomingu eest ning ajakirjandusorganisatsioon kannab hoolt selle eest, et ei ilmuks ebatäpne, moonutatud või eksitav info. Pressinõukogu hinnangul on artikkel ühepoolne (sisaldab kaebaja kohta negatiivseid hinnanguid), kaebajat halvustav ja sellest kumab läbi ajakirjaniku hoiak kaebaja suhtes. Pressinõukogu peab halvustavaks ka sõna „toiduahel“ kasutamist pealkirjas. ",['1.4'],Postimees
 698 , Eesti Päevaleht 29.11.16 Ratas pillab avansiks saadud usaldust ," Kaebaja hinnangul sisaldab juhtkiri valefakte, sildistab ja sõna kritiseeritavale ei anna. ",26.01.17,tauniv,"TAUNIV: Leht rikkus juhtkirjaga ajakirjanduseetika koodeksi punkti 1.4., mis näeb ette, et ajakirjandusorganisatsioon kannab hoolt selle eest, et ei ilmuks ebatäpne, moonutatud või eksitav info. Pressinõukogu hinnangul on Tallinna TV kohta avaldatud ebatäpset infot, sest juhtkirjas viidatud loengut ei kajastatud. ",['1.4'],Eesti Päevaleht
 697 , Pärnu Postimees 09.11.16 Kaasomanik heideti enda hotellist välja ," Kaebaja leiab, et artikkel sisialdab ebatäpset infot ja osapoolte seisukohad ei ole võrdselt esindatud. Kaebaja ei ole rahul, et talle ei jäetud piisavalt aega põhjaliku vastuse esitamiseks. ",15.12.16,õigeksmõistev,"ÕIGEKSMÕISTEV: Pärnu Postimees ei ole rikkunud ajakirjanduseetika koodeksit. Pressinõukogu peab piisavaks, et Ado Sepale pakuti sõna, kuigi kaebajalt võinuks taotleda veel lisainfot. ",[],Pärnu Postimees
 696 , Maaleht 09.11.16 Mehed krattisid põllufirmadelt mitu tonni kütet ," Kaebaja ei ole rahul, et leht avaldas tema täisnime ja nimetab teda kurjategijaks ilma kohtuotsuseta. ",15.12.16,tauniv,"TAUNIV: Maaleht rikkus ajakirjanduseetika koodeksi punkti 4.4., mis näeb ette, et ajakirjandus ei või inimest käsitleda kurjategijana enne sellekohast kohtuotsust. Pressinõukogu hinnangul on kaebuse esitaja mõistetud süüdi loo pealkirjas. ",['4.4'],Maaleht
 695 , Saarte Hääl 09.11.16 Mehed krattisid põllufirmadelt mitu tonni kütet ," Kaebaja ei ole rahul, et leht avaldas tema täisnime ja nimetab teda kurjategijaks ilma kohtuotsuseta. ",15.12.16,tauniv,"TAUNIV: Saarte Hääl rikkus ajakirjanduseetika koodeksi punkti 4.4., mis näeb ette, et ajakirjandus ei või inimest käsitleda kurjategijana enne sellekohast kohtuotsust. Pressinõukogu hinnangul on kaebuse esitaja mõistetud süüdi loo pealkirjas. ",['4.4'],Saarte Hääl
 694 , Eesti Päevaleht 02.11.16 Seaduse täitmine pole vabatahtlik ," Kaebaja hinnangul on juhtkrja pealkiri ja sisu eksitavad, moonutatud ja ühepoolsed. ",15.12.16,õigeksmõistev,"ÕIGEKSMÕISTEV: Eesti Päevaleht ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu leiab, et juhtkirjas/arvamusartiklis võib toimetus võtta positsiooni, tuginedes varem samas väljaandes avaldatud materjalidele. ",[],Eesti Päevaleht
 692 ," Delfi, Eesti Päevaleht 02.08.16 Kahtlaseid võtteid kasutavad firmajuhid petavad õhku müües ka oma kliente "," Kaebaja leiab, et artikkel sisildab faktivigu, moonutatud ja valeväiteid. Kaebaja ei ole rahul, et artiklis ei antud talle sõna. ",17.11.16,tauniv,"TAUNIV: Delfi ja Eesti Päevaleht rikkusid ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Pressinõukogu hinnangul ei saanud Kari Kuulman vastata konkreetsele küsimusele, miks ta petab oma kliente. ",['4.2'],Delfi
 691 ," Põhjarannik, Severnoje Poberezje 05.10.16 Kinnistuomanik nõuab linnalt 40 000 eurot valuraha "," Kaebaja leiab, et artiklis on moonutatud summat, info on vigane ja puudulik ning talle ei antud sõna. ",15.12.16,tauniv,"TAUNIV: Põhjarannik ja Severnoje Poberezje rikkusid ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Pressinõukogu leiab, et kuna linnapea saab artiklis sõna, siis oleks leht pidanud sõna andma ka kaebajale. Lisaks on lugu Sarkis Tatevosjanist, mitte kohtuasjast. ",['4.2'],Põhjarannik
 690 , Hiiu Leht 12.07.16 MTÜ Hiiu Tuul läheb jälle kohtusse; Kas diskussioonist saab asja? ," Kaebajate hinnangul on esimese artikli foto ja pildiallkiri eksitavad, leht ei avaldanud parandust ja teine artikkel koosneb vaid hinnangulistest kommentaaridest. ",15.12.16,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Pressinõukogu hinnangul esitatakse artiklites põhjalikult tuuleparkide vastaste seisukohti, kuid ettevõte saab teemat kommenteerida liiga vähe. Olukorda oleks saanud lahendada ka ettevõttele vastulause andmisega. ",['4.2'],Hiiu Leht
 687 , Sakala 10.08.16 Kõpu volikogu juht kaebas vallavalitsuse kohtusse ," Kaebaja leiab, et artikkel sisialdab valeväiteid, on ekistav ja tekitab talle põhjendamata kannatusi. Samuti ei ole kaebaja rahul, et leht ei avaldanud vigade parandust. ",15.12.16,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul jääb Kaja Lind vallavolikogu esimeheks ka mittetulundusühingut esindades. Samuti ei ole valeväide see, et kaebaja läks kohtusse vallavalitsuse vastu. Pressinõukogu hinnangul ei ole seega artiklis ega loo pealkirjas neis kahes punktis valeväiteid esitatud. ",[],Sakala
 686 ," Delfi, venekeelne Delfi 24.09.16 Yana Toom hümni ajal istuma jäämisest: ega te iga kord püsti karga, kui raadios Eesti hümni kuulete ", Kaebaja hinnangul on artikkel ja selle pealkiri eksitavad. ,15.12.16,tauniv,"TAUNIV: Delfi rikkus ajakirjanduseetika koodeksi punkti 1.4., mis näeb ette, et ajakirjandusorganisatsioon kannab hoolt selle eest, et ei ilmuks moonutatud info. Pressinõukogu hinnangul ei võta pealkiri kokku tegelikku olukorda – Yana Toom oli kohvikus ja ei reageerinud koos paljude teiste kohvikus viibijatega kontserdisaalis esitatud hümnile. Pressinõukogu hinnangul jätab pealkiri mulje, nagu oleks Yana Toom hümni ajal jäänud demonstratiivselt istuma. ",['1.4'],Delfi
 685 , Saarte Hääl 21.09.16 Suurim vald osutus suurprojektis saamatuks ," Kaebaja hinnangul on loo pealkiri eksitav, artikkel tekitab põhjendamata kannatusi ja kaebaja ei saanud võimalust vastulauseks. ",17.11.16,tauniv,"TAUNIV: Saarte Hääl rikkus ajakirjanduseetika koodeksi punkti 4.11., mis näeb ette, et pealkirjad ja juhtlaused ei või auditooriumi eksitada. Pressinõukogu hinnangul on loo pealkiri ja juhtlõik eksitavad, sest need jätavad lugejatele mulje, et vaid üks vald oli saamatu. Artikli enda sisust tuleb välja, et oma tööga ei saanud tegelikkuses hakkama mitu valda. ",['4.11'],Saarte Hääl
 683 , Den za Dnjom 15.07.16 Võtke mind siit ära; Prügi pühalikust seegist ," Kaebaja leiab, et artikkel sisaldab ekistavat ja moonutatud infot ning üks pool on saanud vähem sõna. ",17.11.16,õigeksmõistev, ÕIGEKSMÕISTEV: Den za Dnjom ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul sai kaebaja võimaluse artiklis süüdistusi kommenteerida ehk mõlemad osapooled said sõna. ,[],Den za Dnjom
 682 , Järva Teataja 04.08.16 Koeraomanik kempleb agarate loomakaitsjatega , Kaebajate hinnangul sisaldab artikkel ebaõiget infot. Samuti ei saanud kaebajad sõna. ,17.11.16,õigeksmõistev,"ÕIGEKSMÕISTEV: Järva Teataja ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu leiab, et mõlemad osapooled on saanud sõna, sest loos avaldati Loomakaitse Liidu nägemus ning sõna said koeraomanik ja veterinaarkeskus. ",[],Järva Teataja
 681 , Maaleht 03.08.16 Veterinaarkeskuse ametnik: Heiki Valner tegeles oma blogis täieliku laimuga , Artiklis on ebaõige info ja kaebajatele ei ole sõna antud. ,17.11.16,õigeksmõistev,"ÕIGEKSMÕISTEV: Maaleht ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu leiab, et mõlemad osapooled on saanud sõna, sest algses loos avaldati Loomakaitse Liidu nägemus ja kaevatud artikli all on viide esimesele loole, mis annab lugejatele võimaluse kõigi osapoolte seisukohtadega tutvuda. ",[],Maaleht
 680 , Postimees 23.08.16 Luksusbussi hullumeelne sõidustiil jahmatas möödujaid ," Kaebaja leiab, et artikli pealkiri, juhtlõik ja sissejuhatus on eksitavad. ",17.11.16,tauniv,"TAUNIV: Postimees rikkus veebis avaldatud uudisega ajakirjanduseetika koodeksi punkti 4.11., mis näeb ette, et pealkirjad ja juhtlaused ei või auditooriumi eksitada. Pressinõukogu hinnangul ei tule pealkirjast ja esimesest lõigust välja, et ohtlik sõidustiil tulenes juhi terviserikkest. ",['4.11'],Postimees
 679 , Meie Maa 24.08.16 Internetita naine jäeti bussist maha ," Kaebaja leiab, et artikli pealkiri on eksitav. ",17.11.16,tauniv,"TAUNIV: Meie Maa rikkus ajakirjanduseetika koodeksi punkti 4.11., mis näeb ette, et pealkirjad ei või auditooriumi eksitada. Pressinõukogu leiab, et pealkiri jätab mulje nagu oleks bussifirma naise maha jätnud, kuigi naine jäi bussist maha seepärast, et tal puudus pilet ja kõik kohad olid välja müüdud. ",['4.11'],Meie Maa
 678 , Den za Dnjom 30.06.16 Vene muuseumil on uus direktor ," Kaebaja hinnangul oli artiklis valeinfo, sest juttu ei olnud MTÜst Vene Muueum, vaid SA Tallinna Vene Muuseumist, kus direktor vahetus. ",27.10.16,õigeksmõistev,"ÕIGEKSMÕISTEV: Den za Dnjom ei eksinud ajakirjanduseetika koodeksi vastu, sest suures osas on kasutatud muuseumi õiget nime ja pealkirjas on lühendi kasutamine mõistlik ja põhjendatud. ",[],Den za Dnjom
 677 ," Eesti Päevaleht, Delfi 26.07.16 Eesti piimandusele ülioluline Põlva tehas tekitas Terele saatusliku võla "," Kaebaja leiab, et artikkel sisaldab valeväiteid ning halvustavaid ja põhjendamata hinnanguid. ",27.10.16,tauniv,"TAUNIV: Eesti Päevaleht ja Delfi rikkusid ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Pressinõukogu leiab, et Oliver Kruuda oleks pidanud saama sõna tehase müügi ja vara osas. Oliver Kruudale sõna andes oleks tulnud välja ka majandusaruannet puudutav faktiviga. ",['4.2'],Delfi
 676 , Sirp 06.05.16 Sünniaja mõju elukäigule ," Kaebaja ei ole rahul, et leht ei avaldanud tema vastulauset, kuigi artikkel sisaldas astroloogide kohta valet ja astroloogidele ei olnud sõna antud. ",27.10.16,õigeksmõistev,ÕIGEKSMÕISTEV: Sirp ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul ei ole artiklis konkreetselt kaebajat ega tema ettevõtet nimetatud ja seega ka tema kohta süüdistusi esitatud. ,[],Sirp
 675 , Eesti Päevaleht 07.07.16 Relvaäri kaitseväes. Laotöötaja toimetas kuude kaupa relvaosi mustale turule ," Kaebaja ei ole rahul, et leht avaldas tema isikuandmed ja käsitles teda kurjategijana enne kohtuotsust. Samuti avaldas leht kaebaja kohta valeinfot, leiab kaebaja. ",27.10.16,tauniv,"TAUNIV: Eesti Päevaleht rikkus ajakirjanduseetika koodeksi punkti 5.3., mis näeb ette, et ebaõige info ilmumise korral tuleb avaldada parandus. Kuigi Päevaleht kustutas loost vale karistuse, oli tegemist ränga veaga ning parandusele oleks pidanud tähelepanu juhtima (veebis loo pealkirja juures). ",['5.3'],Eesti Päevaleht
 674 , Lääne Elu veeb 28.07.16 Suvitaja kogemus: valutava hambaga laps sai Haapsalus abi teisel katesl ," Kaebaja peab loo pealkirja eksitavaks ja ei ole rahul, et hambakliiniku seisukohta ei küsitud. ",27.10.16,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Samuti rikkus leht punkti 3.2., mis näeb ette, et ajakirjanik ei või kuritarvitada meediaga suhtlemisel kogenematuid inimesi. Pressinõukogu hinnangul ei ole hambakliiniku administraator avaliku elu tegelane ja kaebusest tuleb ka välja, et ajakirjanik meelitas administraatorilt kommentaari välja. Lisaks ütles administraator ajakirjanikule, et tema sõnu artiklisse ei pandaks ja kommentaari saamiseks tuleb pöörduda hambakliiniku tegevjuhi poole. ","['4.2', '3.2']",Lääne Elu
